Session ID,session_1747364208237_aidasrq
Prolific ID,56e60e39f7957b000b18e37b
Status,completed
Progress,32/32
Created At,"5/15/2025, 10:56:48 PM"
Updated At,"5/16/2025, 12:09:29 AM"
Completed At,"5/16/2025, 12:09:29 AM"

Question Number,Question,Answer
23,"Is the effect of Limiting new buildings in existing neighborhoods on Support for Upzoning immediate, or does it take time to develop? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?",The limiting of new buildings in existing neighborhoods would obviously not have a fast effect because nothing is changing but when things do change the effect will become stronger.
24,"Does Pollution have a positive or negative effect on Support for Upzoning, and how significant is this effect? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?",Pollution will increase with the population so cramming more people into a small area will definitely strongly increase pollution and people know this.
25,"Does Impact on local businesses have a positive or negative effect on Support for Upzoning, and how significant is this effect? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?",I think sudden increase in population will make it harder to get jobs as positions become filled and economic conditions will become more strongly effected the higher the population or upzoning becomes.
26,How confident are you that changes in Voting rights in zoning decisions lead to changes in Support for Upzoning? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,I don't think changes in voting rights will effect support for upzoning because most people will be voting against it happening where they live.
27,How would you describe the relationship between Zoning Policy and Support for Upzoning? Is it a strong or weak connection? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,Zoning policy and support for upzoning are probably inversely related and likely to have a strongly negative effect as the drawbacks become apparent to the voting population.
28,How confident are you that changes in Negative Effect lead to changes in Support for Upzoning? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"Definitely a negative effect, if something brings negative consequences then people are going to not like it and support will be reduced as the negative effects become more apparent over time."
29,"Does People's perception of impact have a positive or negative effect on Support for Upzoning, and how significant is this effect? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?",People's perception have an effect on their support just as much as the reality. If they perceive something to be a harm to their prosperity or their livelihood then it is just the same as whether it were a perception or the reality because what matters is how an individual perceives the reality.
30,How would you describe the relationship between Strength of resistance and Support for Upzoning? Is it a strong or weak connection? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,The strength of resistance will rise in equal amount to the support for upzoning depending on how people feel about it.
31,"What factors affect Upzoning policies, and which ones have the strongest influence? Please also indicate if these influences are positive (increasing) or negative (decreasing).","The way people's home prices are effected, whether crime goes up, whether local jobs become harder to get, all of these things are likely to have a negative effect on support for upzoning."
32,How would you describe the relationship between Resistance against upzoning and Support for Upzoning? Is it a strong or weak connection? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"It is a strong connection in the sense that it is inverse, as resistance grows, support weakens and vice versa."
